Plan_Size,Storeys,Soil_Profile,Roof_Displacement_mm,Storey_Drift_mm,Beam_Bending_Moment_kNm,Column_Axial_Force_kN,Base_Shear_kN,Bay_Number,Height_m,Aspect_Ratio
4x4,8.0,FBLS,46.739222220956066,6.436140081073738,28.496223755825355,81.48541265206818,622.7158195254827,4.0,24.0,6.0
4x4,8.0,SFLD1,188.86979792696314,21.802549421770408,46.46041627190082,96.12590308523725,582.1440267420013,4.0,24.0,6.0
4x4,8.0,SFLD2,196.40535754821124,22.330864045825102,47.39619179032475,94.70594392453556,574.1918733750575,6.0,24.0,4.0
4x4,7.0,MHMD1,163.13904537241902,21.629105960755567,46.31846135068022,94.70967148094421,569.1889950434459,4.0,21.0,5.25
4x4,8.0,MHMD2,170.98193920677727,18.824269697253083,45.66939346625817,95.54422568324105,582.1702590712854,5.0,24.0,4.8
4x4,8.0,HBLD1,151.62667756888342,18.052220175349888,45.80036115440263,94.55705646234595,562.2413423185019,4.0,24.0,6.0
4x4,7.0,HBLD2,54.09483238585598,7.205165771877144,30.11562607307447,95.28059830372864,594.3839292702258,4.0,21.0,5.25
4x4,10.0,FBLS,53.98585732181161,7.384850015658602,29.874429107751503,80.81328832992916,669.1140761102704,3.0,30.0,10.0
4x4,10.0,SFLD1,313.56609988661273,28.83865731609064,51.16896730887228,97.77230842851091,657.2879258261712,4.0,30.0,7.5
4x4,9.0,SFLD2,294.2251764899764,28.403125878048485,50.32905423209743,97.35080298065301,657.8321877373044,4.0,27.0,6.75
4x4,10.0,MHMD1,311.0823226578554,28.373708354983474,50.64629615537664,98.92331069420827,653.0072408090122,4.0,30.0,7.5
4x4,10.0,MHMD2,255.01707575982184,24.905417061985037,50.99914478161986,97.36725398608992,658.9250700118255,3.0,30.0,10.0
4x4,10.0,HBLD1,255.54509123273047,25.365820965760175,50.29320295216896,97.45492233261858,660.6974065558187,4.0,30.0,7.5
4x4,10.0,HBLD2,68.43665907845889,8.838221696060932,31.318619966834532,96.05797388945797,659.5478049782952,5.0,30.0,6.0
4x4,13.0,FBLS,97.95395617398246,8.259364072220349,31.37365555548098,82.91715357152049,759.8068688465501,5.0,39.0,7.8
4x4,12.0,SFLD1,460.1676623624048,36.73914455235023,54.459352571955584,99.71899479418015,728.5576096461425,4.0,36.0,9.0
4x4,12.0,SFLD2,465.98932195866524,36.811301136859726,54.687277901948335,99.9278673760481,736.7764860711399,5.0,36.0,7.2
4x4,12.0,MHMD1,447.25571084718246,37.116263549400415,54.40676570491147,99.95719779750382,752.7977264871731,3.0,36.0,12.0
4x4,12.0,MHMD2,381.9827076718499,31.13580672103509,53.73287593929318,99.85256580537656,765.7312460098346,4.0,36.0,9.0
4x4,12.0,HBLD1,389.6670352477552,31.70990333252471,54.7628438441257,99.57036628424822,737.2065429128163,4.0,36.0,9.0
4x4,12.0,HBLD2,96.63227062260538,10.696805254448819,36.88976383294853,97.92446041658644,755.5408929583009,4.0,36.0,9.0
6x6,5.0,FBLS,28.540949664928696,6.667929952591912,26.744236741234502,67.6804608745837,1303.940611480561,6.0,15.0,2.5
6x6,4.0,SFLD1,40.19621722406455,10.000971390230916,49.10468636285804,59.95186798867832,860.7751780887709,7.0,12.0,1.7142857142857142
6x6,3.0,SFLD2,39.416735201650624,10.053339750325366,49.5530971236072,58.468635671776894,864.6793084783599,6.0,9.0,1.5
6x6,3.0,MHMD1,48.10032862640572,9.089953135255422,49.405455495976064,58.94975793916816,857.8320369736721,5.0,9.0,1.8
6x6,4.0,MHMD2,42.47911910773182,9.15772125920346,48.13230643113697,60.7581991141516,909.8230856984823,6.0,12.0,2.0
6x6,4.0,HBLD1,33.76639661734014,8.642817244397051,48.72377094103874,60.84754983777892,900.5944405211151,6.0,12.0,2.0
6x6,3.0,HBLD2,34.7277834658764,6.742059039637971,27.19544495677058,77.55814904336687,1268.6594402851463,5.0,9.0,1.8
4x4,4.0,FBLS,27.986235791378355,6.726640418993955,28.420107503947797,76.39894014367778,668.3659261525073,4.0,12.0,3.0
4x4,4.0,SFLD1,46.64073986511987,10.915452062154314,46.435639284162775,79.21956397807229,420.3364185510129,4.0,12.0,3.0
4x4,4.0,SFLD2,55.46309696451016,10.068091457113974,47.16521133303756,79.8855627901605,425.8921671425438,4.0,12.0,3.0
4x4,4.0,MHMD1,53.591944634528375,11.129426823326122,46.5551505691605,80.03271025718085,432.8158236061897,4.0,12.0,3.0
4x4,4.0,MHMD2,49.52075599799866,9.069384885785649,45.3432401030534,79.16750561068741,419.94656258937164,4.0,12.0,3.0
4x4,4.0,HBLD1,56.34258616961557,8.693663173803904,45.00358989398308,79.83152363618481,431.36652772489174,4.0,12.0,3.0
4x4,5.0,HBLD2,27.821098115019304,7.550249979651253,28.715153670568032,93.89799864240405,653.0962040816353,4.0,15.0,3.75
4x4,6.0,FBLS,38.75138629440352,7.057059356306825,28.92325186337642,77.28920282760271,645.9657731068261,4.0,18.0,4.5
4x4,6.0,SFLD1,97.2888359964182,14.57655542822893,43.52668208888374,89.34008475551174,508.7202222594929,4.0,18.0,4.5
4x4,7.0,SFLD2,95.49057456936119,15.451399648912453,44.90326729849977,88.81213204855383,475.4084312272622,4.0,21.0,5.25
4x4,6.0,MHMD1,103.87009917349033,14.707581745442592,44.5349524954415,89.36260623977672,499.579284839977,4.0,18.0,4.5
4x4,6.0,MHMD2,89.8925649516937,12.461920967100676,42.790478277915085,89.72699731514945,512.3591340996275,4.0,18.0,4.5
4x4,6.0,HBLD1,93.8390803120557,13.732686918708037,44.059352276592314,90.5858185705593,497.64055481194225,5.0,18.0,3.6
4x4,6.0,HBLD2,44.4516292000985,8.179679949825088,30.090718264587565,95.7413205681595,613.2094469857129,4.0,18.0,4.5
4x4,8.0,FBLS,50.561588994332325,7.021877660756712,28.88086012934749,80.19783483564866,623.2402306069642,4.0,24.0,6.0
4x4,9.0,SFLD1,197.48775921211953,22.04748721807386,47.94297299153314,96.54220067479127,594.0203491869632,3.0,27.0,9.0
4x4,9.0,SFLD2,184.0499597423642,21.852266978349768,46.96406876837083,95.4552006535192,564.1155505238554,5.0,27.0,5.4
4x4,8.0,MHMD1,184.87390615194812,21.788016347975052,47.61996846682673,95.43061918871662,575.8489800509336,5.0,24.0,4.8
4x4,8.0,MHMD2,160.31602383161706,18.47911621467239,46.12167012872667,95.27620139045065,587.901418532352,4.0,24.0,6.0
4x4,9.0,HBLD1,150.44333634485736,18.275873086664287,46.31696119960146,95.12892826498523,582.7765436518004,4.0,27.0,6.75
4x4,8.0,HBLD2,57.429304308364536,7.664014307992102,29.47687478439843,97.29421749284192,598.4885106832099,5.0,24.0,4.8
4x4,10.0,FBLS,66.0207644297289,8.17885481568631,28.34756390088616,81.52419938612861,669.3273024865999,4.0,30.0,7.5
4x4,11.0,SFLD1,304.1371177769092,28.0491642221618,50.09443335313245,97.99288251948964,658.0486542579223,4.0,33.0,8.25
4x4,11.0,SFLD2,307.1825765450363,28.49543731014553,50.891369887825306,97.85717472559449,668.3422773588119,4.0,33.0,8.25
4x4,10.0,MHMD1,306.05953368248373,28.559760221075315,50.821467542649245,98.32381330572095,649.7645527819409,4.0,30.0,7.5
4x4,11.0,MHMD2,259.40594587967473,24.43550209605838,49.74022555147702,98.91418334254624,642.9473078278975,4.0,33.0,8.25
4x4,11.0,HBLD1,254.01777955126923,24.248232865750385,50.15321094589073,99.02741213239737,656.6841168707373,4.0,33.0,8.25
4x4,11.0,HBLD2,87.47121983950103,8.244846009400275,32.185913433461806,97.0609630409701,663.4407625062327,4.0,33.0,8.25
4x4,11.0,FBLS,79.91094645251715,8.864983741567084,30.96052776411706,83.45936221541814,737.718479791589,4.0,33.0,8.25
4x4,12.0,SFLD1,456.54663018329074,36.58763303244559,54.40338134337699,100.19713109513579,747.3541066184945,4.0,36.0,9.0
4x4,11.0,SFLD2,457.4421380010363,36.49467427866114,54.899738788656165,100.93943458897928,746.2219504650818,4.0,33.0,8.25
4x4,12.0,MHMD1,456.3104646592503,37.02948265780657,55.515605980270124,98.80960524200057,727.4723483617021,5.0,36.0,7.2
4x4,12.0,MHMD2,376.22687826628163,30.637692581496488,54.51308693866639,100.26749975671729,740.3760651046645,3.0,36.0,12.0
4x4,12.0,HBLD1,399.0430866950077,31.423640102935035,53.818010151333176,99.8386223103511,754.846152746544,4.0,36.0,9.0
4x4,13.0,HBLD2,111.57348868652339,9.495078090884713,36.84638416812133,97.30105491740233,750.4043900750579,4.0,39.0,9.75
6x6,4.0,FBLS,21.861562916267502,6.778425940032193,26.684524108292724,67.71270740982067,1308.3740050116978,6.0,12.0,2.0
6x6,4.0,SFLD1,49.34139528081681,8.534942607254218,49.98160478600108,59.79326504894328,870.6281313837742,5.0,12.0,2.4
6x6,4.0,SFLD2,43.56980291450318,9.185878981711046,49.707869013041226,57.8341281384869,881.7321802089718,5.0,12.0,2.4
6x6,4.0,MHMD1,42.69182887587201,9.599539203469398,49.91123553542971,59.349275504637646,860.4320553254889,6.0,12.0,2.0
6x6,3.0,MHMD2,34.86944378471785,8.020815507566212,48.97645290641874,58.226414058721986,921.1655679448631,6.0,9.0,1.5
6x6,5.0,HBLD1,41.44601563523374,8.023901944283415,48.028847149881905,58.96622758101669,919.6231770320724,6.0,15.0,2.5
6x6,4.0,HBLD2,22.915115814211244,7.32798735463124,26.74589263905964,78.30994241417419,1257.4048320814898,6.0,12.0,2.0
4x4,3.0,FBLS,34.27408091409883,7.68554086701592,28.36239916120109,76.41164441456264,660.4041106014809,4.0,9.0,2.25
4x4,5.0,SFLD1,39.540215753841984,10.613066240998027,46.14737986254384,78.86696322775488,409.9667998491283,4.0,15.0,3.75
4x4,5.0,SFLD2,66.39042230905233,10.515959686523393,47.17394779663782,81.43719173726947,396.5253681717893,4.0,15.0,3.75
4x4,4.0,MHMD1,53.26981581658863,11.10870489661515,46.44863246518571,79.18003308990008,412.4973985324116,4.0,12.0,3.0
4x4,5.0,MHMD2,46.87809334172973,9.41756172553424,45.06814236069647,80.6580894659813,411.9383023822282,4.0,15.0,3.75
4x4,4.0,HBLD1,36.758118930222835,9.901099619834243,44.746852506857756,80.79786483224105,408.6087332981918,4.0,12.0,3.0
4x4,5.0,HBLD2,25.527637835890964,8.158194361380517,28.504679983972583,93.92189568694604,638.5479794077527,4.0,15.0,3.75
4x4,5.0,FBLS,47.1553586082492,7.336797256684671,29.449306861733273,78.24619182458463,669.0100863399116,5.0,15.0,3.0
4x4,6.0,SFLD1,104.38213474582705,15.453698665113029,44.063695776848874,91.12790656183104,504.4401523692222,3.0,18.0,6.0
4x4,7.0,SFLD2,106.71769575945942,15.784952911333777,44.80803197890547,89.15609530347804,494.209956085313,4.0,21.0,5.25
4x4,7.0,MHMD1,100.81657464131709,16.01478183726539,43.99146600656059,88.18007398370469,496.195338625784,4.0,21.0,5.25
4x4,6.0,MHMD2,102.46157900663003,13.471104424923116,43.53247777597585,89.50626402535018,515.0256442076209,4.0,18.0,4.5
4x4,6.0,HBLD1,88.16868485238707,13.106188168326428,43.558395917991646,91.01346637291851,508.9698649480537,4.0,18.0,4.5
4x4,6.0,HBLD2,48.187371586360115,7.883020796659018,29.435242052049716,94.83609231932455,612.034088657312,4.0,18.0,4.5
4x4,8.0,FBLS,47.83207766082743,7.482469388589365,28.71520377988032,81.45801033747094,630.0476780668723,5.0,24.0,4.8
4x4,8.0,SFLD1,188.48862283112257,21.87843872989665,45.952086668272486,95.31644881702437,569.9114119672337,3.0,24.0,8.0
4x4,7.0,SFLD2,188.5200023031514,21.80303191190968,46.879510263742205,94.41209789820687,579.9119475179161,4.0,21.0,5.25
4x4,8.0,MHMD1,192.37155069236778,21.568548378779006,47.123639911137744,94.32986823964774,587.1381637429594,5.0,24.0,4.8
4x4,8.0,MHMD2,163.3812975152775,18.686109064900357,45.72805753994846,95.0375784484545,589.6412277437955,4.0,24.0,6.0
4x4,7.0,HBLD1,155.219920565047,18.894701767688407,46.20743701990695,93.97722686286743,573.4143841195321,4.0,21.0,5.25
4x4,7.0,HBLD2,60.599338528541296,6.809130953255246,29.80020789215348,96.64199494260099,596.6795180832659,5.0,21.0,4.2
4x4,9.0,FBLS,58.87721440895178,8.503747983258574,29.298584201411977,82.14443855088939,664.110614075581,4.0,27.0,6.75
4x4,10.0,SFLD1,295.56575235960446,28.86446746040408,50.314816456937216,97.33614693407114,659.8403893167182,4.0,30.0,7.5
4x4,10.0,SFLD2,301.5690058870132,28.24671769638387,50.97353573687616,96.95331224790654,681.3181627060286,4.0,30.0,7.5
4x4,9.0,MHMD1,306.1772537463703,28.738228424223617,50.14214776714576,97.37334862326652,659.138649475902,5.0,27.0,5.4
4x4,10.0,MHMD2,249.76107610369914,25.198462134751615,49.99206360714163,98.98344395548774,651.8325792274617,4.0,30.0,7.5
4x4,9.0,HBLD1,256.11627081830784,24.708350788179175,50.278234300447,98.85631928624714,656.0887437208371,4.0,27.0,6.75
4x4,10.0,HBLD2,67.59171913430134,8.531089617417152,32.07530621185102,97.40110198585536,669.7514259463005,4.0,30.0,7.5
4x4,13.0,FBLS,87.93608113271085,8.402555574320301,29.816807135410425,84.41585301168692,736.0075650387699,3.0,39.0,13.0
4x4,12.0,SFLD1,467.6996307226013,37.894809407581135,54.59000703290711,98.87320691991859,753.7548334493428,4.0,36.0,9.0
4x4,11.0,SFLD2,455.48333325638833,35.891203528085036,55.08346348873295,99.84345789832263,737.3094600195553,4.0,33.0,8.25
4x4,12.0,MHMD1,452.93923128799787,36.88057860102707,54.271843679556966,100.3470877249391,744.9163616583875,4.0,36.0,9.0
4x4,12.0,MHMD2,390.5278214638696,31.010450476839857,53.184824210883036,100.7775047303166,767.248334277218,4.0,36.0,9.0
4x4,12.0,HBLD1,382.6801840501374,31.786844422069034,54.412249399653284,100.78666909312571,737.0258971713739,4.0,36.0,9.0
4x4,12.0,HBLD2,123.55372530809754,9.770287368223496,36.36898943170917,98.12435486075326,725.9092985027656,4.0,36.0,9.0
6x6,4.0,FBLS,27.40190988418532,7.576576379034552,26.30764780259612,69.13461186120163,1328.5435836486672,7.0,12.0,1.7142857142857142
6x6,4.0,SFLD1,51.54486503824613,9.55039346469492,49.7497435437516,59.938763835397495,850.8956253452658,5.0,12.0,2.4
6x6,3.0,SFLD2,35.80336377275258,9.50507582559099,49.72534176389101,58.68355742937005,856.6408690938066,6.0,9.0,1.5
6x6,4.0,MHMD1,47.72770008895403,9.460692815263522,50.157300946493486,59.14196313919582,871.7014331537633,6.0,12.0,2.0
6x6,3.0,MHMD2,34.55984427369968,8.417559953520497,48.3993693252619,58.309168903338566,920.6500330867104,6.0,9.0,1.5
6x6,4.0,HBLD1,40.12475500705402,8.524270887425837,48.54124612742049,60.07284589478646,890.7207426690746,6.0,12.0,2.0
6x6,4.0,HBLD2,22.107861110677373,7.202379544197052,26.575583110127816,79.23276384748893,1258.7171887433517,6.0,12.0,2.0
4x4,4.0,FBLS,21.102755548092013,7.527348315435144,28.346457796108552,76.6730661201288,690.058406875521,4.0,12.0,3.0
4x4,5.0,SFLD1,56.04284929732238,9.468247791266823,45.81008847588569,79.0121112580495,413.4044383430368,4.0,15.0,3.75
4x4,3.0,SFLD2,52.007220668902704,10.404353141722732,46.27405423521029,79.3519389012759,426.3011082147859,4.0,9.0,2.25
4x4,5.0,MHMD1,58.977889354764066,10.16470286514342,47.202994488400364,79.22484409375974,405.67395840101847,4.0,15.0,3.75
4x4,4.0,MHMD2,46.41985499939069,9.566315764892968,45.66914754524638,81.87003936855692,416.39259703878275,5.0,12.0,2.4
4x4,5.0,HBLD1,57.012320462572916,9.14466221369987,45.53442652289279,79.88659062182536,426.66012890799857,4.0,15.0,3.75
4x4,3.0,HBLD2,18.69987238968318,7.581736839406963,29.01023587733083,93.72797025737947,632.3789992406148,3.0,9.0,3.0
4x4,6.0,FBLS,21.25185795589174,7.0692879979966845,28.484769662062753,77.332632228435,649.0351565729574,4.0,18.0,4.5
4x4,6.0,SFLD1,113.02603041043639,16.139144280794646,44.01329040399399,90.50435197071133,504.8744369590014,4.0,18.0,4.5
4x4,6.0,SFLD2,98.56503510863264,16.116451052375456,44.18760266916783,90.55291988532844,496.61090327765845,4.0,18.0,4.5
4x4,6.0,MHMD1,104.84586848209565,14.640460873520675,44.14615414583954,89.50787518224136,487.68297276153544,4.0,18.0,4.5
4x4,6.0,MHMD2,90.10433028845823,13.563885960882486,43.28956231354578,91.1368731640955,490.9086877033383,5.0,18.0,3.6
4x4,6.0,HBLD1,91.39920202940169,13.189860499294342,43.15477822454369,90.57499211805946,493.9982712206314,3.0,18.0,6.0
4x4,7.0,HBLD2,37.39224397599243,7.590114135965493,29.782781844573755,95.61000663338255,620.8117308674425,4.0,21.0,5.25
4x4,8.0,FBLS,42.44475260877191,7.489626023840879,28.3363397334203,79.27811145659904,621.9747362665518,5.0,24.0,4.8
4x4,8.0,SFLD1,179.2063863507665,20.860525494173565,47.43766381963374,94.9457444742605,555.7372448619923,3.0,24.0,8.0
4x4,8.0,SFLD2,190.21214114442793,21.00596334942049,47.433061063807806,96.06689115319563,587.3537485402076,4.0,24.0,6.0
4x4,8.0,MHMD1,191.3415263704622,21.06527338675831,47.19493520414853,95.8081167787594,585.9775061502468,4.0,24.0,6.0
4x4,7.0,MHMD2,156.72710922166678,18.29718495159412,46.33212790863668,95.8576813911991,569.2571483448538,4.0,21.0,5.25
4x4,8.0,HBLD1,154.39405102981877,18.311084589961094,45.39994932602221,95.95319447812103,568.5949556578128,3.0,24.0,8.0
4x4,7.0,HBLD2,56.62666916631075,7.8797517223679625,30.77793242597712,98.05425508745093,600.0933576189922,3.0,21.0,7.0
4x4,10.0,FBLS,55.56994776460945,7.976043139937138,29.081185950548992,82.20488182787227,660.3088044977889,4.0,30.0,7.5
4x4,10.0,SFLD1,316.64980131636025,28.234792792749303,51.29308232680862,97.53642493866938,670.0242070614801,4.0,30.0,7.5
4x4,10.0,SFLD2,306.5741020672126,28.497660859748432,51.31104005436712,98.76483855970541,655.8782689297235,3.0,30.0,10.0
4x4,10.0,MHMD1,302.4568692147877,27.520574777517545,50.45370241350725,97.92130963235722,669.0635836825281,4.0,30.0,7.5
4x4,10.0,MHMD2,262.22452672661416,25.53262984903048,49.99279257487183,98.65027559907728,653.6415560401379,3.0,30.0,10.0
4x4,9.0,HBLD1,260.88382736997426,24.578612013217768,50.462022988729295,98.40764442371601,666.786717923978,4.0,27.0,6.75
4x4,10.0,HBLD2,78.49171541500986,9.353091297262827,31.27275241135469,96.79556032017007,666.1477072164937,4.0,30.0,7.5
4x4,11.0,FBLS,77.03019729786182,9.388038654404058,30.3291155911755,83.54214843910208,725.4740630282851,4.0,33.0,8.25
4x4,13.0,SFLD1,463.9253427949162,36.702809504541,53.62436624824845,100.61355500259381,746.8615504547256,4.0,39.0,9.75
4x4,12.0,SFLD2,470.9568666748823,35.58474149183275,54.72463593658082,100.4640776159581,738.6274467866846,4.0,36.0,9.0
4x4,12.0,MHMD1,457.42385224620864,36.45408121752496,55.349082596280304,100.29447961544803,756.3312314673386,3.0,36.0,12.0
4x4,12.0,MHMD2,394.4308881861554,31.458538670838617,54.16889972188555,100.12852612668328,747.9484159188253,5.0,36.0,7.2
4x4,13.0,HBLD1,393.693282554192,31.31883972719757,53.50063792869481,99.17294378376286,743.233295164802,5.0,39.0,7.8
4x4,11.0,HBLD2,109.22886751026054,10.84586002252135,36.547093797350804,97.6189440002583,760.4927703456467,4.0,33.0,8.25
6x6,4.0,FBLS,27.255063912352274,6.809065192856566,26.881383449759653,68.63320370450634,1296.5810949332326,6.0,12.0,2.0
6x6,4.0,SFLD1,48.41728149233081,10.487959207938115,49.76629933440073,58.02541481813541,883.4141795604811,5.0,12.0,2.4
6x6,4.0,SFLD2,47.44819337551292,9.104955624949474,49.89673546188208,59.39609474409854,882.9075633067206,6.0,12.0,2.0
6x6,4.0,MHMD1,57.37387384110459,9.856734980530748,49.61119992057881,59.37786951805998,860.7718196878386,6.0,12.0,2.0
6x6,4.0,MHMD2,47.83543609417947,8.2095928728443,48.159705532802725,58.82065472488342,922.6017338028907,7.0,12.0,1.7142857142857142
6x6,4.0,HBLD1,46.08826181311727,9.135667112221753,48.567373785031315,59.918271274806266,918.6631514776478,6.0,12.0,2.0
6x6,4.0,HBLD2,34.284007955492285,6.501058992569451,27.381080188600343,79.06869190151212,1237.78385445274,5.0,12.0,2.4
4x4,4.0,FBLS,29.243338236124327,6.790604600886415,29.19358987020306,77.20276213550807,660.5394938397372,4.0,12.0,3.0
4x4,3.0,SFLD1,50.37497453809716,10.052373845579526,45.46537804677562,79.3553625196633,399.1686257425663,4.0,9.0,2.25
4x4,3.0,SFLD2,49.82188415907089,10.920099171148557,46.64530428469313,79.25046861527365,409.80814264837926,3.0,9.0,3.0
4x4,4.0,MHMD1,57.360731808350046,10.051271201927795,46.17018873994625,78.38469637314721,411.44667692492624,5.0,12.0,2.4
4x4,4.0,MHMD2,45.81431906539209,9.276919761031118,43.98771625495111,81.3846479942388,403.96105856571455,4.0,12.0,3.0
4x4,5.0,HBLD1,53.232547564009344,9.186626991755896,45.82821976116404,80.33214433320974,424.8149432457366,4.0,15.0,3.75
4x4,4.0,HBLD2,16.625770252777365,7.8048099081596725,28.449996981692003,93.58105407879208,631.1625558556836,4.0,12.0,3.0
4x4,6.0,FBLS,48.257264028545094,8.003181717525013,29.433998046864208,77.34836554025284,637.8245756535096,4.0,18.0,4.5
4x4,7.0,SFLD1,109.94426196177703,15.763172026033429,43.99414139595641,89.03369934274397,503.01882057736685,4.0,21.0,5.25
4x4,6.0,SFLD2,103.57386617006966,15.150960702295341,44.22761614225017,90.80241946650855,492.4736578827733,3.0,18.0,6.0
4x4,6.0,MHMD1,103.398257994521,15.493126613392814,43.39537599660142,90.23860660819258,507.00493346672505,3.0,18.0,6.0
4x4,6.0,MHMD2,93.51124548398728,12.976424722843788,43.78425091291502,89.38497892737857,501.1578577958745,4.0,18.0,4.5
4x4,6.0,HBLD1,82.29348244190861,13.510291127849237,43.32745525731058,89.41147373450207,494.73554316003197,4.0,18.0,4.5
4x4,6.0,HBLD2,40.838419226386954,6.632541660520953,29.612318281028465,95.22985347053307,625.7997897563677,4.0,18.0,4.5
4x4,8.0,FBLS,49.894101796314445,7.322140911609946,28.63653042684939,79.26395257143969,629.2580023707967,4.0,24.0,6.0
4x4,7.0,SFLD1,172.39561335764373,21.44369932161886,46.166120113663546,94.67483625251202,579.4772245373789,4.0,21.0,5.25
4x4,8.0,SFLD2,188.49153192314998,21.680069857416637,47.23614299175703,95.857634397741,584.670647957019,3.0,24.0,8.0
4x4,9.0,MHMD1,177.05053202462557,21.4641281433579,46.66222823306658,95.54074724305507,584.9886809875078,5.0,27.0,5.4
4x4,6.0,MHMD2,165.6974365913045,18.958001926341666,47.15993212060888,94.2086000301237,568.9752222515882,4.0,18.0,4.5
4x4,8.0,HBLD1,167.4139971228694,18.196105815440553,45.8906094696225,94.6674544266666,602.715048330802,3.0,24.0,8.0
4x4,7.0,HBLD2,62.96472727107057,7.860547525472359,29.551790986670827,96.62099455456051,587.5510323663013,4.0,21.0,5.25
4x4,10.0,FBLS,63.37028836180583,8.095113852378304,28.58943414370991,82.43029183323951,663.5164914793402,4.0,30.0,7.5
4x4,10.0,SFLD1,301.26613775484134,29.169270277323324,50.19185819982841,97.43146431819933,645.4888212530799,5.0,30.0,6.0
4x4,11.0,SFLD2,290.23131406022503,29.20130016782371,51.33149569891084,98.21148061780445,663.9160948810995,4.0,33.0,8.25
4x4,10.0,MHMD1,308.10714380980164,28.196304184444486,51.415417702762056,97.67191026866348,664.3389926780977,4.0,30.0,7.5
4x4,10.0,MHMD2,246.4880319984096,24.816426438838885,50.02135925834306,99.47805865411918,651.4237351927906,4.0,30.0,7.5
4x4,9.0,HBLD1,246.88855718957467,24.01441542733951,50.335499400970534,98.73784416895376,652.5010264523,4.0,27.0,6.75
4x4,10.0,HBLD2,74.8661045353434,9.43271702993769,32.548088475205866,97.13336289130802,653.8717711385917,5.0,30.0,6.0
4x4,13.0,FBLS,82.30939003842455,8.603386572599966,30.50241531191226,82.36060353075379,742.7662220604577,4.0,39.0,9.75
4x4,12.0,SFLD1,454.68827964660045,36.53887448171056,54.94177796851939,99.28447052719282,747.734434630522,4.0,36.0,9.0
4x4,12.0,SFLD2,461.47691088796364,36.82368992614794,54.75991987802526,98.32531833836524,743.4709360393482,4.0,36.0,9.0
4x4,12.0,MHMD1,467.091542363239,37.071971362827234,54.42150870111986,100.15839290520167,748.6086094268373,4.0,36.0,9.0
4x4,12.0,MHMD2,391.6103600651971,31.466969085886408,54.346324384687975,100.69642668923184,752.2490268818208,3.0,36.0,12.0
4x4,13.0,HBLD1,389.2547932026378,31.654914719847362,55.023024952208495,100.72946559626396,750.9552929793437,4.0,39.0,9.75
4x4,13.0,HBLD2,114.9677301380926,10.355948449453518,36.56193498587105,97.24767496664543,749.2081273854499,4.0,39.0,9.75
6x6,4.0,FBLS,26.968779020131077,6.926341421792236,26.9968201273863,69.10878308059257,1317.9718331488293,6.0,12.0,2.0
6x6,4.0,SFLD1,41.105991592394936,8.767905841799985,49.77296600109838,60.47764463807195,867.4060725438482,6.0,12.0,2.0
6x6,4.0,SFLD2,39.46808688791306,10.099051773569842,49.42020269382009,59.00401269364912,863.1457745690968,6.0,12.0,2.0
6x6,3.0,MHMD1,48.36682975305466,9.471223008583166,50.09954378189005,60.21419843511897,858.1318887430608,7.0,9.0,1.2857142857142858
6x6,4.0,MHMD2,33.92092034443356,8.494846408418546,48.86634901967034,59.511643956872994,913.0095455722214,6.0,12.0,2.0
6x6,4.0,HBLD1,43.67720499947987,9.623115221688561,48.77549980197295,59.07483311645373,920.3028396988464,6.0,12.0,2.0
6x6,4.0,HBLD2,24.287464523899786,5.568925671844662,28.149899897561028,79.25675461765952,1268.3974446980626,6.0,12.0,2.0
4x4,4.0,FBLS,22.152897610342247,6.663751143789897,29.716275411061698,76.88999068088229,664.5304683386533,4.0,12.0,3.0
4x4,4.0,SFLD1,58.49078844272872,9.96501686970605,45.644988205365536,77.92219494074294,400.9703587142144,4.0,12.0,3.0
4x4,4.0,SFLD2,60.700186626761734,10.029219978296041,46.37861116359983,79.44514977510364,420.99359176101837,5.0,12.0,2.4
4x4,4.0,MHMD1,49.278946997779634,10.12023312136515,46.528676390128766,79.07736062381136,399.1751664778425,4.0,12.0,3.0
4x4,4.0,MHMD2,37.5844354430654,8.743236867031978,45.55418244695568,80.73958100527828,433.90064496552367,4.0,12.0,3.0
4x4,4.0,HBLD1,39.566470579372584,9.698645736023014,46.315155009113994,79.93114830409957,441.12551420258484,4.0,12.0,3.0
4x4,3.0,HBLD2,29.989570036447294,7.209759713444381,28.14032642921407,94.72805667156116,631.5527266637024,4.0,9.0,2.25
4x4,7.0,FBLS,38.207039736288934,7.524728512502674,28.653449795739615,77.81438567959165,644.6219962644003,3.0,21.0,7.0
4x4,7.0,SFLD1,101.63148407991322,14.235010185240725,45.3535165619456,90.6010739740026,505.8927719617381,5.0,21.0,4.2
4x4,6.0,SFLD2,98.33680948308043,15.841135563834436,44.018654896656635,89.79340783820264,507.2633134581046,3.0,18.0,6.0
4x4,6.0,MHMD1,114.87790763512345,15.290863195843066,44.64208003242955,88.9620956872005,491.8578849311984,4.0,18.0,4.5
4x4,6.0,MHMD2,85.02792414941531,13.648315217149577,43.16010673781756,90.7155212714196,492.372648492232,3.0,18.0,6.0
4x4,6.0,HBLD1,83.59562942047548,14.135089319596,42.9523272754042,90.63363175513766,492.4522883071156,4.0,18.0,4.5
4x4,6.0,HBLD2,48.30053221963687,7.645323030052972,29.40693468217808,95.07988013360804,606.7469820056668,4.0,18.0,4.5
